,id,fullname,tweet_id,url,timestamp,replies,retweets,likes,hashtags,tweet_class,user,query,text
15,1526,LTG Spoken Word,975078646812733440,/Lanethegreatest/status/975078646812733440,2018-03-17 18:37:20,0,0,0,,0,Lanethegreatest,The Walking Dead,watching The Walking Dead Season 8 Series
16,1527,Jeanna Simmons,975078443569336327,/JeannaSimmons/status/975078443569336327,2018-03-17 18:36:31,0,0,0,,2,JeannaSimmons,The Walking Dead,No problem! Good luck 
17,1528,igor,975078368776421377,/Weaboogeeza/status/975078368776421377,2018-03-17 18:36:13,1,0,1,,1,Weaboogeeza,The Walking Dead,The walking dead is pretty gord
18,1530,Sturdy TV RB 🔥|  🚨#CopTheMerch 🚨,975078295694905344,/Sturdytv1/status/975078295694905344,2018-03-17 18:35:56,0,0,0,,2,Sturdytv1,The Walking Dead,"NewGame InThe Making
-----------------------------------------------
Check out Zombie Apocalypse Roleplay on Roblox https://www.roblox.com/games/1519351277/view?rbxp=460223684 …
RP: simulation game. Run from the walking dead, hide in a home and survive. Don't get bitten, create a family and outrun the dead"
19,1531,Lira Simon,975078260978544640,/LiraSimon69/status/975078260978544640,2018-03-17 18:35:48,0,0,0,,2,LiraSimon69,The Walking Dead,"The Walking Dead Season 8 Episode 12 Online Watch Free [AMC Original Network] on 18 March 2018!
https://alltoptv360.blogspot.com/2018/03/the-walking-dead-season-8-episode-12-online-watch-free-abcnetwork-2018.html …"
20,1532,radiant supreme intellectual tired dancing queen,975077943490891777,/sadglitterzzz/status/975077943490891777,2018-03-17 18:34:32,1,0,0,,2,sadglitterzzz,The Walking Dead,at least better than the walking dead aka 7 episodes just for them to talk across a forest or finish a conversation pic.twitter.com/XP7kMEbOj0
21,1534,JamieAlexanderN,975077865694769152,/JamieAKNasmith/status/975077865694769152,2018-03-17 18:34:13,0,0,0,,1,JamieAKNasmith,The Walking Dead,@danaygarcia1 good luck with Fear The Walking Dead season 4. Have a lovely St Patrick's day! 
22,1535,Bay-Bay,975077733087657984,/BayBay_Artis/status/975077733087657984,2018-03-17 18:33:42,0,0,0,,0,BayBay_Artis,The Walking Dead,ay it was so sad what happened here  how it is the walking dead and all but yeah the entire population that I stole was born somewhere else
23,1536,Rwits,975077695393554432,/Rwits1/status/975077695393554432,2018-03-17 18:33:33,0,0,0,,2,Rwits1,The Walking Dead,"Telltale games are cool, should try The Walking Dead,The Wolf Among Us,Tales from the Borderlands or Life is Strange. All great games!"
24,1538,Nicole Underwood,975077328756895744,/Wifemom05Nicole/status/975077328756895744,2018-03-17 18:32:05,0,0,0,,2,Wifemom05Nicole,The Walking Dead,$60 is a lot to pay on a fixed income with 5 kids. How did you come up with the price? I really want to sign up but geez lower the price or something
25,1539,Martin Ludwig,975077265045360641,/ww2custombrick/status/975077265045360641,2018-03-17 18:31:50,0,0,0,,0,ww2custombrick,The Walking Dead,I am not making Rick Grimes mistake when meeting Negan in the LEGO Walking Dead version ..... https://fb.me/CKTJa5eZ 
26,1541,Dramatical Dawg,975077228563197952,/Almightydame_/status/975077228563197952,2018-03-17 18:31:42,0,0,0,,2,Almightydame_,The Walking Dead,I liked a @YouTube video http://youtu.be/CzP5Jc_042w?a  The Walking Dead - The journey so far (VOSTFR)
27,1542,Emily Combes,975077183680122880,/combes_emily/status/975077183680122880,2018-03-17 18:31:31,0,0,0,,0,combes_emily,The Walking Dead,@AMCTalkingDead why does it never rain in the walking dead?
28,1543,𝑨𝒆𝒓𝒚𝒏,975077095717076992,/DauntlessTwin/status/975077095717076992,2018-03-17 18:31:10,1,0,0,,0,DauntlessTwin,The Walking Dead,"|•| Yeah, it’s very disappointing. That’s why I’m doing The Walking Dead Crossovers. Because there is literally no one around to RP with. I mean there are some OC’s but besides your accounts I haven’t seen any other cannon characters."
29,1545,Adam Downs,975076847556939784,/AdamDow65078799/status/975076847556939784,2018-03-17 18:30:11,0,0,0,,1,AdamDow65078799,The Walking Dead,Going to get a case of The Walking Dead season 4 trading cards can't wait
30,1546,Blondie,975076712399618048,/omgeeitschels/status/975076712399618048,2018-03-17 18:29:38,0,0,0,,1,omgeeitschels,The Walking Dead,//finally catching up on The Walking Dead and I’m ready to sob
31,1547,Brittany Pharr,975076693307084800,/califorbritt/status/975076693307084800,2018-03-17 18:29:34,0,0,1,,1,califorbritt,The Walking Dead,AMAZING !!! 
32,1548,Téa,975076627666341888,/GreeneTea42/status/975076627666341888,2018-03-17 18:29:18,0,0,0,,2,GreeneTea42,The Walking Dead,That's really beautiful.
33,1549,Dr. Henry Jekyll,975076538440978439,/AmicabIeSavage/status/975076538440978439,2018-03-17 18:28:57,1,0,0,,0,AmicabIeSavage,The Walking Dead,"|| I'm an avid comic book reader, so I may read the Walking Dead comics first, as I've heard good things about them. I also wouldn't want to watch the show first, and spoil the books.||"
34,1550,Skeeyee,975076355506360320,/TinoWDF/status/975076355506360320,2018-03-17 18:28:13,0,0,0,,2,TinoWDF,The Walking Dead,yo when i laugh i be sounding like the walking dead Lmfao
35,1551,Debbie-Walking Dead,975076278985510916,/_WalkingDead_/status/975076278985510916,2018-03-17 18:27:55,0,0,1,,2,_WalkingDead_,The Walking Dead,Fear the Walking Dead: Nick and Ofelia have it out in deleted scene http://thericktatorship.com/fear-the-walking-dead-nick-and-ofelia-have-it-out-in-deleted-scene/ …
36,1553,gray,975076027042066433,/headassriggs/status/975076027042066433,2018-03-17 18:26:55,0,0,1,,0,headassriggs,The Walking Dead,Favorite walking dead episode? — the ones where carl is alive https://curiouscat.me/chandIerriggs/post/358545793?1521311219 …
37,1554,Jake,975075814789255168,/jakecromwell1/status/975075814789255168,2018-03-17 18:26:04,0,0,0,,2,jakecromwell1,The Walking Dead,So just type that then it will show up after i tweet it
38,1556,Ｌａｔｉｆａ✧₊⁎ AU,975075754202480641,/ko_latifashr/status/975075754202480641,2018-03-17 18:25:50,0,0,0,,2,ko_latifashr,The Walking Dead,"~le han dado ganas de cantar, así que…~

Tonight I'm yours!
I'm your dead girl walking
Get on all fours
Kiss this dead girl walking
Let's go, you know the drill
I'm hot, and pissed and on the pill
Bow down to the will of a dead girl walking"
39,1558,Jake,975075608031125506,/jakecromwell1/status/975075608031125506,2018-03-17 18:25:15,0,0,0,,2,jakecromwell1,The Walking Dead,Thank u
40,1559,Stoned Wino,975075575558803456,/StonedWino/status/975075575558803456,2018-03-17 18:25:07,0,0,0,#wannabe #TinPotDictator #treason,2,StonedWino,The Walking Dead,"Trump #wannabe #TinPotDictator has drastically accelerated the demise of the GOP, with their own aiding & abetting. The Republican party is dead man walking... #treason"
41,1561,Greg Kirkpatrick,975075543346503682,/kirkpatrick1004/status/975075543346503682,2018-03-17 18:25:00,1,0,0,,2,kirkpatrick1004,The Walking Dead,"Larger compensation for creating successful characters for the big two would have a lot of those top talent guys sticking around and not fleeing to image.  Walking Dead is an anamoly regarding high sales from a non big two book, image of the exact same stories had a Marvel logo."
42,1564,Diana Lloyd,975075260210008064,/DianaLloydBooks/status/975075260210008064,2018-03-17 18:23:52,0,0,0,,-1,DianaLloydBooks,The Walking Dead,"Series I once loved but had to bail on:
Lost
Once Upon a Time
Under the Dome
Fringe
Grimm

Pending...this season of Walking Dead https://twitter.com/bimadew/status/974771138462212096 …"
43,1566,Guilherme,975075216769667073,/GuuilhermeC1/status/975075216769667073,2018-03-17 18:23:42,0,0,0,#TWD #tvtime,2,GuuilhermeC1,The Walking Dead,I've just watched episode S03E11 of The Walking Dead! #TWD #tvtime https://tvtime.com/r/lySb pic.twitter.com/DLwWHZH3C0
44,1568,Maria,975075041330200577,/mraya123/status/975075041330200577,2018-03-17 18:23:00,0,0,0,#AMC #GraphicTee,2,mraya123,The Walking Dead,Check out NWT The Walking Dead Zombie Skull Long Sleeve Shirt Size XL #AMC #GraphicTee http://www.ebay.com/itm/-/183132562725?roken=cUgayN&soutkn=KldpI3 … via @eBay
45,1570,William,975074814116450305,/williammendonca/status/975074814116450305,2018-03-17 18:22:06,0,0,0,#TWD #tvtime,2,williammendonca,The Walking Dead,Acabei de assistir: S08E07 of The Walking Dead! #TWD #tvtime https://tvtime.com/r/lyRd pic.twitter.com/HAAG3mLk8f
46,1572,WhoopsBox,975074591994466304,/WhoopsBox/status/975074591994466304,2018-03-17 18:21:13,0,0,0,#walkingedeadhttp://crwd.fr/2pjC663,2,WhoopsBox,The Walking Dead,AMC Announces Survival Sunday: The Walking Dead & Fear the Walking Dead Fan Event #walkingedeadhttp://crwd.fr/2pjC663 
47,1575,Eric Adams-Sellier,975074455377645568,/TheEricAdams/status/975074455377645568,2018-03-17 18:20:40,0,0,0,#tvtime,2,TheEricAdams,The Walking Dead,I've just watched episode S08E10 of The Walking Dead! #tvtime https://tvtime.com/r/lyQt pic.twitter.com/2HZTaBGrX9
48,1578,KushHangover,975074181275529216,/KushHangoverMD/status/975074181275529216,2018-03-17 18:19:35,0,0,0,,2,KushHangoverMD,The Walking Dead,Comey seems to have forgotten that the Marines have eyes on him right now...he literally is a dead man walking
49,1580,Janice Oeffner,975074066578190336,/JOeffner/status/975074066578190336,2018-03-17 18:19:08,0,0,0,,2,JOeffner,The Walking Dead,"@TheWalkingDead In celebration of St. Patrick’s Day, I watched Norman Reedus in The Boondock Saints. One of my favorite shows!"
50,1581,Pauline Andrès,975073804220272640,/DarkestDarlin/status/975073804220272640,2018-03-17 18:18:05,0,0,0,,1,DarkestDarlin,The Walking Dead,I like Southern thangs best. Including the Walking Dead.
51,1582,Shuri 💋,975073758179454977,/GoddessBianca/status/975073758179454977,2018-03-17 18:17:54,0,0,0,,-1,GoddessBianca,The Walking Dead,When is the walking dead gonna end
52,1583,Libardo Casas,975073734213193728,/TheRealLibardo/status/975073734213193728,2018-03-17 18:17:48,0,0,0,,0,TheRealLibardo,The Walking Dead,"I cannot stand that receding hairline, but his lack of loyalty is within the rules of the zombie world."
53,1588,cool shirts,975073010016309248,/cooltshirtmaker/status/975073010016309248,2018-03-17 18:14:56,0,0,0,,2,cooltshirtmaker,The Walking Dead,the hunger games  x  the walking dead ... with the autobot logo
54,1590,rakibz  ⛩,975072916244221952,/rakyKRZT/status/975072916244221952,2018-03-17 18:14:33,0,0,1,,2,rakyKRZT,The Walking Dead,We ended up walking 6 km on the beach and my feet got so burned...I’m dead tired and I want to go home to my Yuchi  pic.twitter.com/QrmXhqpmwd
55,1592,Martina,975072841296211971,/MarthaSFossarel/status/975072841296211971,2018-03-17 18:14:15,0,0,0,,2,MarthaSFossarel,The Walking Dead,'The Walking Dead' !!
56,1594,Unicorns 4 Everyone,975072499036717057,/Carib_Dawn/status/975072499036717057,2018-03-17 18:12:54,0,0,0,#honor #TheWalkingDead,1,Carib_Dawn,The Walking Dead,"@WalkingDead_AMC Catching up with missed episodes. Carl just gave his Dad’s hat to Judith. For the record, I am NOT sobbing on the sofa. Allergies, I tell you. Allergies. Damn you Georgia in the spring! @chandlerriggs #honor #TheWalkingDead"
57,1595,SAR,975072428601651200,/suItrys/status/975072428601651200,2018-03-17 18:12:37,0,0,0,,1,suItrys,The Walking Dead,i should be working out but i’ll just continue the walking dead season 2 cause i’m a lazy prick
58,1596,GIS GEEK,975072379469750274,/gisgeek2018/status/975072379469750274,2018-03-17 18:12:25,0,0,0,,2,gisgeek2018,The Walking Dead,This is so life like...i thgt this was a picture when I saw it
59,1597,Ki,975072221323513857,/keiaramariee/status/975072221323513857,2018-03-17 18:11:48,0,0,0,,-1,keiaramariee,The Walking Dead,I started binge watching the walking dead from season 1 in like January & I loved it up until the nigga Negan got introduced then I got bored with it
60,1598,JOHN ROMA,975072043451416577,/Bionicjr99/status/975072043451416577,2018-03-17 18:11:05,0,0,0,,2,Bionicjr99,The Walking Dead,"The Walking Dead Construction Set - Prison Tower & Gate, bigbadtoystore - DealsPlus - https://goo.gl/5riLcv  via @DealsPlus"
61,1600,Killer,975071863423557634,/Marianaphft_/status/975071863423557634,2018-03-17 18:10:22,0,0,0,,2,Marianaphft_,The Walking Dead,you fear the walking dead because you are already a dead soul
62,1602,fabi,975071590206582784,/zarmiIa/status/975071590206582784,2018-03-17 18:09:17,0,0,0,,2,zarmiIa,The Walking Dead,the walking dead https://twitter.com/thotmija/status/975070732446326788 …
63,1604,Dangrdafne,975071541166669824,/Dangrdafne/status/975071541166669824,2018-03-17 18:09:06,0,0,0,,2,Dangrdafne,The Walking Dead,"We So Nerdy:  PREVIEW: ‘The Walking Dead’ Season Eight, Episode Twelve “The Key” http://dlvr.it/QLPgth pic.twitter.com/xwVKCdt6Ah"
64,1605,Krista Vaughan,975071218096377857,/kvaughan737/status/975071218096377857,2018-03-17 18:07:48,1,0,1,,2,kvaughan737,The Walking Dead,"It’s pretty good. I prefer it to walking dead. It’s by the same studio who makes the Sharknado movies, so it kind of follows that pattern to start with but it actually has a theme and story arcs flowing through it that really come into play by 2-3 seasons. Plus, it makes jokes pic.twitter.com/vmFwAFFUKz"
65,1606,IHRSA,975071186966208512,/IHRSA/status/975071186966208512,2018-03-17 18:07:41,0,0,0,,2,IHRSA,The Walking Dead,Don't let your members trudge along on a treadmill like extras on “The Walking Dead.” http://bit.ly/2FDamzq 
66,1607,Captain Andor,975070973249671173,/AnnaTheSheElf/status/975070973249671173,2018-03-17 18:06:50,0,0,1,,2,AnnaTheSheElf,The Walking Dead, londoncapsule: Sneak Peek of The Walking Dead S08E12 https://tmblr.co/ZtQxzx2WABnOu 
67,1608,Alotta Pajs,975070953561567232,/AlottaPajs/status/975070953561567232,2018-03-17 18:06:45,0,0,0,,2,AlottaPajs,The Walking Dead,"Check out the Walking dead collection on our website, https://alottapajs.com/collections/walking-dead-collection … please click share"
68,1609,Cheri Harrison,975070910477582336,/willy0988/status/975070910477582336,2018-03-17 18:06:35,0,0,0,#fathomevents,2,willy0988,The Walking Dead,The Walking Dead/Fear the Walking Dead http://www.fathomevents.com/events/survival-sunday?utm_source=google&utm_medium=cpc&utm_campaign=the+walking+dead&utm_term=87am&utm_content=textad&gclid=EAIaIQobChMIvcHEjfnz2QIV2JJ-Ch0BYA5jEAAYASAAEgK64fD_BwE … #fathomevents via @fathomeventss
69,1611,Toni Batista,975070793746010112,/antbatista/status/975070793746010112,2018-03-17 18:06:07,0,0,0,#bancodeseries,2,antbatista,The Walking Dead,Marquei como visto The Walking Dead - 8x11 - Dead or Alive Or http://bit.ly/2Ij2bde  #bancodeseries
70,1612,Carol,975070754290073600,/aka_tahto/status/975070754290073600,2018-03-17 18:05:58,0,0,0,#OddPrenupDemands,1,aka_tahto,The Walking Dead,"The Walking Dead every Sunday night.  
#OddPrenupDemands"
71,1613,A ⚡h,975070749307305984,/aisghair/status/975070749307305984,2018-03-17 18:05:57,1,0,6,,2,aisghair,The Walking Dead,"Work was dead all day then I stepped out into what looked like a drunker, greener version of the Walking Dead, and the Love Both van drove past. My Paddy's day is off to a great start"
72,1616,tσхíc ☣fєllα,975070643065561088,/Le4ded/status/975070643065561088,2018-03-17 18:05:31,0,0,0,,2,Le4ded,The Walking Dead,I liked a @YouTube video http://youtu.be/DsqGRMJRvus?a  Fear The Walking Dead S4 trailer - reaction and afterthoughts!
73,1619,Sam Thompson,975070293239713792,/JarrieSam/status/975070293239713792,2018-03-17 18:04:08,0,0,0,,2,JarrieSam,The Walking Dead,It’ll be like the Night of the Walking Dead
74,1620,Dahlia  🐺,975070075546996736,/ArwensEvenstar/status/975070075546996736,2018-03-17 18:03:16,0,0,0,,1,ArwensEvenstar,The Walking Dead,Daryl Dixon (the walking dead)  pic.twitter.com/8hW0J8y20K
75,1621,Alester666,975070066378080256,/Jxsxux0Gxaxgxw/status/975070066378080256,2018-03-17 18:03:14,0,0,0,#4,2,Jxsxux0Gxaxgxw,The Walking Dead,I liked a @YouTube video http://youtu.be/gzsRup-4COM?a  I WASN'T READY FOR ALL THIS! | The Walking Dead: Season 1 | #4
76,1622,ils  🏹,975069906227089408,/wordsaswind/status/975069906227089408,2018-03-17 18:02:36,1,0,0,#tvtime,2,wordsaswind,The Walking Dead,I've just watched episode S08E11 of The Walking Dead!  #tvtime https://tvtime.com/r/lyGV pic.twitter.com/izEpGU9Ubw
77,1623,sara,975069865211056128,/sangsterheart/status/975069865211056128,2018-03-17 18:02:26,0,0,2,,2,sangsterheart,The Walking Dead,"rt if you stan:
- thomas brodie-sangster
- dylan o'brien
- kaya scodelario
- maze runner 
- harry potter
- fantastic beasts
- tina goldstein
- lauren cohan
-katelyn nacon
- the walking dead
- stranger things
- IT (2017)
- jack dylan grazer

And write who you stan from here "
78,1624,hackbridgeharry,975069675125116930,/hackbridgeharry/status/975069675125116930,2018-03-17 18:01:41,0,0,0,#LostTwoNil,1,hackbridgeharry,The Walking Dead,"Put it this way.... I'll be comfort eating mars bars... drinking Brandy and cheering myself by watching  the ""Walking Dead"" tonight.... #LostTwoNil"
79,1625,João Pedro,975069368932556805,/diaxdeummerda/status/975069368932556805,2018-03-17 18:00:28,0,0,0,,0,diaxdeummerda,The Walking Dead,The Walking Dead
80,1626,Dr. Henry Jekyll,975069335428521984,/AmicabIeSavage/status/975069335428521984,2018-03-17 18:00:20,1,0,1,,1,AmicabIeSavage,The Walking Dead,|| Seeing @CholericCaligo on my Timeline really makes me want to watch The Walking Dead.||
81,1628,SK,975069298333921281,/disqus_sk_user/status/975069298333921281,2018-03-17 18:00:11,0,1,2,,2,disqus_sk_user,The Walking Dead,"Rosenstein is a dead man walking.

The Mueller investigation is going to be ended soon."
82,1629,ㅤ ㅤ,975069297411313669,/reedusdeath/status/975069297411313669,2018-03-17 18:00:11,0,0,0,,2,reedusdeath,The Walking Dead,eu amo the walking dead
83,1630,Luna,975069293472722944,/LunaNachteule/status/975069293472722944,2018-03-17 18:00:10,0,0,0,,2,LunaNachteule,The Walking Dead,The Walking Dead: Michonne  11 - Maaan diese Jumpscare-Kinder!!: http://youtu.be/gQaJOVqJ9Hk?a  via @YouTube
84,1631,fuboTV,975069259285041153,/fuboTV/status/975069259285041153,2018-03-17 18:00:01,0,0,0,,2,fuboTV,The Walking Dead,"Oh yea, if you haven't noticed...
@AMC_TV​, @WEtv​, @SundanceTV​, @IFC​ & @BBCAMERICA are now live and available to all fubo Premier subscribers!
New episode of @TheWalkingDead tomorrow night at 9/8c. pic.twitter.com/vOoWIX2wHc"
85,1632,Lydia,975069196936794112,/lydiasighs/status/975069196936794112,2018-03-17 17:59:47,0,0,0,,-1,lydiasighs,The Walking Dead,i cannot stress enough how much i hate the walking dead now.
86,1633,TRACI Claussen FRANK images,975068798079422469,/TraciClaussen/status/975068798079422469,2018-03-17 17:58:12,0,0,0,#NewOrleans,2,TraciClaussen,The Walking Dead,"And by ""DEAD"" do you mean @WalkingDead_AMC @TheWalkingDead or #NewOrleans ""Federal @BOPCareers"
87,1634,Luke,975068622270865409,/thatmuzz/status/975068622270865409,2018-03-17 17:57:30,0,0,0,,2,thatmuzz,The Walking Dead,I liked a @YouTube video http://youtu.be/x1Pqy2Tytgw?a  Why People Stopped Watching The Walking Dead
88,1639,Wobbly Headed Bull,975068322839613446,/wobblyhead/status/975068322839613446,2018-03-17 17:56:18,0,0,4,#SLCatWar,2,wobblyhead,The Walking Dead,"The Catalan attacking formation seems to be ‘bunch of blokes walking through the park between pubs on a Sunday afternoon’, all the urgency of a dead fish. #SLCatWar"
89,1642,JT Meyer,975068021978009601,/X_GOAT_Cubs/status/975068021978009601,2018-03-17 17:55:06,0,0,2,,2,X_GOAT_Cubs,The Walking Dead,The libtards are like the Walking Dead— nothing but mush between their ears but annoy with relentless activity none-the-less!
90,1644,Dave,975067806331912192,/DaveinDiego/status/975067806331912192,2018-03-17 17:54:15,0,0,2,,2,DaveinDiego,The Walking Dead,HOLY SHIT! Please woman! This isn't a casting for the Walking Dead for Christ Sake!
91,1646,TV's Other Worlds,975067762103062528,/tvsotherworlds/status/975067762103062528,2018-03-17 17:54:05,0,0,0,,2,tvsotherworlds,The Walking Dead,'The Walking Dead' Creator Hates The Idea Of Explaining The Outbreak http://ift.tt/2GC44kU 
92,1647,Jessy Patino,975067640363446272,/armygrljessy/status/975067640363446272,2018-03-17 17:53:36,1,0,0,,2,armygrljessy,The Walking Dead,Actually it was from The Walking Dead set at Universal Studios but it's ok if it makes you feel better by calling me makes and throwing insults. I wouldn't expect any less from the communist liberal left
93,1648,#MonWorld,975067218412261377,/_HpDrew/status/975067218412261377,2018-03-17 17:51:55,0,0,0,,-1,_HpDrew,The Walking Dead,I miss The old @WalkingDead_AMC
94,1649,Hot Fuzz,975067124887678976,/HotFuzzDashCam/status/975067124887678976,2018-03-17 17:51:33,0,0,0,,2,HotFuzzDashCam,The Walking Dead,STILL CANT OPEN THIS IN THE UK
95,1650,Greg Szepanski,975066992238526465,/greg_szepanski/status/975066992238526465,2018-03-17 17:51:01,0,0,0,,2,greg_szepanski,The Walking Dead,The Reckonin’ – Quick Review – The Walking Dead No Man’s Land Game https://www.10kgameplay.com/the-reckonin-review/ …
96,1651,Hanna Mantour #brutallyhonest,975066952208183296,/HMantour/status/975066952208183296,2018-03-17 17:50:51,0,0,0,,2,HMantour,The Walking Dead,the walking dead.
97,1653,ro23ro269,975066693121855489,/geek_world23/status/975066693121855489,2018-03-17 17:49:50,0,0,0,,2,geek_world23,The Walking Dead,Check out Funko - The Walking Dead Mystery Minis Hershel Greene https://www.ebay.com/ulk/itm/112864112483 … @eBay
98,1654,Jerry Gergich,975066449814441984,/Bronisgoat4069/status/975066449814441984,2018-03-17 17:48:52,0,0,0,,-1,Bronisgoat4069,The Walking Dead,@WalkingDead_AMC I've tried to make it work. There's been maybe 2 interesting episodes since Glenn died. Watching since the beginning. Watching last week's episode rn and just turned it off. I'm done wasting my time. So boring and characters have just gotten whiny and annoying
99,1655,Barbara schaffer,975066374455390209,/leahbabs01/status/975066374455390209,2018-03-17 17:48:34,0,0,0,,-1,leahbabs01,The Walking Dead,For. kill. kill .kill  from Rick. I'm a hardcore fan but now I'd like to go back to the farm or even prison   Just so much hate this year but I'm hanging in
100,1657,overthinking,975066177226584064,/nhweon/status/975066177226584064,2018-03-17 17:47:47,0,0,0,#TWD #tvtimehttps://tvtime.com/r/lyz0,2,nhweon,The Walking Dead,The Walking Dead S08E10 #TWD #tvtimehttps://tvtime.com/r/lyz0 
101,1659,The sociologist,975065816260665344,/Osomhi/status/975065816260665344,2018-03-17 17:46:21,0,0,0,,2,Osomhi,The Walking Dead,A lot of people walking on the street  are dead inside...
102,1662,KiKi Athena,975065736191209472,/KiKiAthena79/status/975065736191209472,2018-03-17 17:46:02,0,0,0,,2,KiKiAthena79,The Walking Dead,I liked a @YouTube video http://youtu.be/DsqGRMJRvus?a  Fear The Walking Dead S4 trailer - reaction and afterthoughts!
103,1663,codymcmillan,975065683041144832,/codymcm94842819/status/975065683041144832,2018-03-17 17:45:49,0,0,0,,2,codymcm94842819,The Walking Dead,Cool
104,1665, ✊🏿Black Aziz aNANsi ✊🏿,975065538111131648,/Freeyourmindkid/status/975065538111131648,2018-03-17 17:45:14,4,5,27,,0,Freeyourmindkid,The Walking Dead,So are we just going to pretend like The Walking Dead ain't do T-Dog dirty by not even giving him an actual name (he mentioned his real name once when he thought he was about to die) & barely giving him any lines between season 2 and when he died trying to save that  woman?!
105,1666,PyPKjE,975065314391220225,/pypkje/status/975065314391220225,2018-03-17 17:44:21,0,0,0,,2,pypkje,The Walking Dead,‘The Walking Dead’ Launching Location-Based AR Game http://virtualrealitygrid.org/the-walking-dead-launching-location-based-ar-game/ …pic.twitter.com/qoKnQDkNL7
