tweet_id,tweet_class,text
975070793746010112,2,Marquei como visto The Walking Dead - 8x11 - Dead or Alive Or http://bit.ly/2Ij2bde  #bancodeseries
975070754290073600,1,"The Walking Dead every Sunday night.  
#OddPrenupDemands"
975070749307305984,2,"Work was dead all day then I stepped out into what looked like a drunker, greener version of the Walking Dead, and the Love Both van drove past. My Paddy's day is off to a great start"
975070643065561088,2,I liked a @YouTube video http://youtu.be/DsqGRMJRvus?a  Fear The Walking Dead S4 trailer - reaction and afterthoughts!
975070293239713792,2,It’ll be like the Night of the Walking Dead
975070075546996736,1,Daryl Dixon (the walking dead)  pic.twitter.com/8hW0J8y20K
975070066378080256,2,I liked a @YouTube video http://youtu.be/gzsRup-4COM?a  I WASN'T READY FOR ALL THIS! | The Walking Dead: Season 1 | #4
975069906227089408,2,I've just watched episode S08E11 of The Walking Dead!  #tvtime https://tvtime.com/r/lyGV pic.twitter.com/izEpGU9Ubw
975069865211056128,2,"rt if you stan:
- thomas brodie-sangster
- dylan o'brien
- kaya scodelario
- maze runner 
- harry potter
- fantastic beasts
- tina goldstein
- lauren cohan
-katelyn nacon
- the walking dead
- stranger things
- IT (2017)
- jack dylan grazer

And write who you stan from here "
975069675125116930,1,"Put it this way.... I'll be comfort eating mars bars... drinking Brandy and cheering myself by watching  the ""Walking Dead"" tonight.... #LostTwoNil"
975069368932556805,0,The Walking Dead
975069335428521984,1,|| Seeing @CholericCaligo on my Timeline really makes me want to watch The Walking Dead.||
975069298333921281,2,"Rosenstein is a dead man walking.

The Mueller investigation is going to be ended soon."
975069297411313669,2,eu amo the walking dead
975069293472722944,2,The Walking Dead: Michonne  11 - Maaan diese Jumpscare-Kinder!!: http://youtu.be/gQaJOVqJ9Hk?a  via @YouTube
975069259285041153,2,"Oh yea, if you haven't noticed...
@AMC_TV​, @WEtv​, @SundanceTV​, @IFC​ & @BBCAMERICA are now live and available to all fubo Premier subscribers!
New episode of @TheWalkingDead tomorrow night at 9/8c. pic.twitter.com/vOoWIX2wHc"
975069196936794112,-1,i cannot stress enough how much i hate the walking dead now.
975068798079422469,2,"And by ""DEAD"" do you mean @WalkingDead_AMC @TheWalkingDead or #NewOrleans ""Federal @BOPCareers"
975068622270865409,2,I liked a @YouTube video http://youtu.be/x1Pqy2Tytgw?a  Why People Stopped Watching The Walking Dead
975068322839613446,2,"The Catalan attacking formation seems to be ‘bunch of blokes walking through the park between pubs on a Sunday afternoon’, all the urgency of a dead fish. #SLCatWar"
975068021978009601,2,The libtards are like the Walking Dead— nothing but mush between their ears but annoy with relentless activity none-the-less!
975067806331912192,2,HOLY SHIT! Please woman! This isn't a casting for the Walking Dead for Christ Sake!
975067762103062528,2,'The Walking Dead' Creator Hates The Idea Of Explaining The Outbreak http://ift.tt/2GC44kU 
975067640363446272,2,Actually it was from The Walking Dead set at Universal Studios but it's ok if it makes you feel better by calling me makes and throwing insults. I wouldn't expect any less from the communist liberal left
975067218412261377,-1,I miss The old @WalkingDead_AMC
975067124887678976,2,STILL CANT OPEN THIS IN THE UK
975066992238526465,2,The Reckonin’ – Quick Review – The Walking Dead No Man’s Land Game https://www.10kgameplay.com/the-reckonin-review/ …
975066952208183296,2,the walking dead.
975066693121855489,2,Check out Funko - The Walking Dead Mystery Minis Hershel Greene https://www.ebay.com/ulk/itm/112864112483 … @eBay
975066449814441984,-1,@WalkingDead_AMC I've tried to make it work. There's been maybe 2 interesting episodes since Glenn died. Watching since the beginning. Watching last week's episode rn and just turned it off. I'm done wasting my time. So boring and characters have just gotten whiny and annoying
975066374455390209,-1,For. kill. kill .kill  from Rick. I'm a hardcore fan but now I'd like to go back to the farm or even prison   Just so much hate this year but I'm hanging in
975066177226584064,2,The Walking Dead S08E10 #TWD #tvtimehttps://tvtime.com/r/lyz0 
975065816260665344,2,A lot of people walking on the street  are dead inside...
975065736191209472,2,I liked a @YouTube video http://youtu.be/DsqGRMJRvus?a  Fear The Walking Dead S4 trailer - reaction and afterthoughts!
975065683041144832,2,Cool
975065538111131648,0,So are we just going to pretend like The Walking Dead ain't do T-Dog dirty by not even giving him an actual name (he mentioned his real name once when he thought he was about to die) & barely giving him any lines between season 2 and when he died trying to save that  woman?!
975065314391220225,2,‘The Walking Dead’ Launching Location-Based AR Game http://virtualrealitygrid.org/the-walking-dead-launching-location-based-ar-game/ …pic.twitter.com/qoKnQDkNL7
975065186523475968,2,'Black Panther' And 'The Walking Dead' Dominate Saturn Awards Nominations http://comicbook.com/marvel/2018/03/16/black-panther-the-walking-dead-saturn-awards-2018/ … via @ComicBook
975064938178842624,2,"Can we just talk about how in Dead girl walking when JD says ""Okay,  okay"" the first time he sound scared of Veronica 
#heathers
#Veronica #Heathers"
975064856624877568,0,Just seen Rick from @TheWalkingDead tucking into some ribs at the @HarvesterUK. Must have been bittenpic.twitter.com/M9CuvAqG4Q
975064731546505216,2,Vient de regarder The Walking Dead S08E11 avec @betaseries
975064663267446787,2,"The walking dead , stranger things ..."
975064646381162497,1,Can't wait for the Fear to begin. 
975064576273330177,2,"The Walking Dead. Or, at least the bottoms half of his face did. 

|| a gif for a visual reference ^-^ pic.twitter.com/C1TGKFElCn"
975064526537150464,2,I liked a @YouTube video http://youtu.be/x1Pqy2Tytgw?a  Why People Stopped Watching The Walking Dead
975064462448320512,2,"You're walking in the woods
There's no one around 
And your phone is dead 
Out of the corner of your eye you spot him, pic.twitter.com/7b8C5HNdyq"
975063320100208641,2,"That is why all dems voted for God to go to hell in 2012.  That became their platform to murder Christians.  Dems are really just dead people walking.  Christians put on incorruption and immortality, dems put on incorruption but keep mortality. One represents life the other death https://twitter.com/DougSides/status/975056515680952322 …"
975062904310415362,1,"I haven't watched #Koombiyo so i didnt judge nor tweeted critics on it. 

If you haven't watched #Koombiyo maybe you should  not too.
maybe it is not a better show than #GameOfThrones or #WalkingDead Maybe it is,but who you are to judge ,if you haven't seen it in the first place"
975062887696879616,0,Carol's been isolated from team family so often and for so long it's like she's not even apart of the group. They rarely give her a second thought.  #twd
975062708507873281,2,"Watch ""Fear the Walking Dead S4 Exclusive New Teaser"" #FearTWD @Walkers_Talkers @FearTWDhttps://youtu.be/Ggc6tPoOgpQ "
975062672789172224,2,I’m heartless and even that reunion brought a tear to my eye.
975062605575290880,2,Estou assistindo the walking dead 
975062561593876480,2,"list book online new all book free | the walking dead vol. 2 (2016)
http://goo.gl/mxTXjq "
975062426612912128,1,The walking dead always got me in tears with their sincere moments like carol is A-1. She really came thru that's my lady.
975062256118632449,-1,"Drop everything? More of the same, I'm getting tires of this series"
975062255858528258,1,Yeah I was sobbing through the whole episode....
975062220915838978,2,I'm watching  The Walking Dead S08E11 Dead or Alive Or ! #TWD #tvtimehttps://tvtime.com/r/lyqp 
975061874860548096,2,Boy i swear i was the walking dead yesterday from the beach till Pangea i was tired as shit i slept in the car !!
975061705431556097,2,Fans got pretty emotional over the sad reunion in last week’s #TheWalkingDead:  http://bit.ly/811React pic.twitter.com/vnPEX5BAaD
975061433707909121,2,"I'm watching The Walking Dead ""Dead or Alive Or"". https://trakt.tv/shows/the-walking-dead/seasons/8/episodes/11 … #TWD #trakt"
975061401751433216,0,"Only interesting character at the moment is Simon. 

Still Maggie hasn't revealed that she lost the baby and that it was really Rick's. Can't wait to see Michonne's reaction. "
975061394000400384,2,I started the game The Walking Dead: Season Two https://www.trueachievements.com/game/The-Walking-Dead-Season-Two/achievements …
975061285854482433,2,Is there any in the UK?
975061186172588037,2,"@FlaPanthers @KLinFL @hawk954 

We are here! Gonna be loud, be proud and in the crowd. Rat has replaced Daryl (from walking dead) in car and got my green shirt and my beer in a green can!! I'm good to go! pic.twitter.com/pp5ky4Zbvy"
975060890339958785,-1,"I think I only watch The Walking Dead now because Chris Hardwick loves it and I don't want to let him down? Which I know makes no sense (but I still love The Talking Dead)

Also, Misfits. https://twitter.com/bimadew/status/974771138462212096 …"
975060639260475393,2,"Oooo the latest video for The Walking Dead- The Ride is out! What we thinking? Excited for the retheme?! 

OJ https://twitter.com/THORPEPARK/status/975051385224900608 …"
975060476810817538,-1,If someone on The Walking Dead doesn't get super powers soon I'm going to hit cancel on record series.
975060386453032960,2,"Awful human beings.  I can’t remember where I read this or who said it but people like these were described as the “walking dead”, people with no soul."
975059871946035200,2,WHERE'S HIS SMILE WHAT DID YOU DO TO HIM IT'S PAINFUL WATCHING HIM WALKING UP TO THE STAGE LOOKING SO DEAD MY HEART CAN'T TAKE THIS??!??
975059870155026432,2,"FEAR THE WALKING DEAD Season 4 ""I Lost Myself"" Promo [HD] Lennie James, ... https://youtu.be/bK8yeazyupQ "
975059741717291008,-1,Am I the only one who hates the walking dead now but I keep watching bc i did not fucking waste 7 years of my life to stop watching without knowing the end 
975059564751069185,2,I liked a @YouTube video http://youtu.be/MD4HPeE35fQ?a  The Walking Dead: Season 50
975059383515217923,2,"AND RITUAL 'PRIMATIVE SUPERSTITION'. HOWEVER THE RATIONALISTS COMMENT IS NOT ONE UPON SYMBOLIC THINKING BUT MERELY   ((((ONE UPON HIMSELF, ACTING AS A LABEL TO DEFINE HIM AS ONE OF THE WALKING DEAD.)))))"
975059050051272704,-1,remember when the walking dead was actually good
975058761873346562,2,"Absolutely! I've done My Little Pony, Initial D, Attack on Titan, Final Fantasy, The Walking Dead, and Game of Thrones themed DnD campaigns. In the words of Bob Ross: It's your world."
975058723352793089,2,Plus we get to be one of the first to ride the walking dead ride
975058462076936192,2,I liked a @YouTube video http://youtu.be/7xEJusROWN4?a  Film Theory: How The Walking Dead will END!
975058417613180930,0,"‘The Walking Dead is just This is Us with zombies’- my youngest 

*he’s never seen either "
975058416879259648,2,Play The Walking Dead games lol
975058414811443201,2,"Also, RWBY is being replaced with SKAM France today, RWBY will be up Monday alongside The Walking Dead "
975058347211874315,1,"I did it!! Super excited. Just purchased tickets for Walker Stalker ( The Walking Dead) in Nashville for May show. This is for my daughters 13th birthday. 
 #showclix.com #WalkerStalkerCon #walkerstalkernashville
#amcthewalkingdead
#TheWalkingDead"
975058295001149441,1,The state of Georgia should invest in sound system so that you hear the walking dead music every where you go.
975058028897718279,2,"Here’s a guess from way out in left field: on last week’s “Talking Dead”, Chris Hardwick made a remark about never having been on #twd as an extra, or a walker. Said he didn’t think he could handle all that goes into making a walker for the show. Hmmm"
975058021628956673,2,bon bah je recommence the walking dead
975057890473009152,2,"The White House's and GOP's embrace of neo-fascism and white supremacy are symptomatic of the demise of the GOP as a mainstream political party -- GOP, a dead party walking."
975057784088682496,2,‘The Walking Dead’ Launching Location-Based AR Game http://virtualrealitygrid.org/the-walking-dead-launching-location-based-ar-game/ …pic.twitter.com/orSehQSlp8
975057740946173954,2,Don't worry.... someone will spill it to you after su day night in the US on how it ends...  just kidding 
975057418546630656,1,so i ended up rewatching the walking dead and eating a burger lol
975057408207806465,0,"Febreeze needs to sponsor The Walking Dead.
""Have you gone noseblind?"""
975057319783555072,2,I'll take a leisurely stroll down to Tesco then.  Bread and milk will have the walking dead panic buying.  I'll have the wine aisle to myself!
975057314813276161,2,"Acabei de assiatir S08E10 de The Walking Dead! #TWDS08E10
#Netflix #livros #tvtime https://tvtime.com/r/lyfI pic.twitter.com/Tx52wfQNRM"
975057188283613185,2,But not writing. That can only be a good thing right?
975056938483335174,2,The Walking Dead fans are everywhere pic.twitter.com/yBzcqty56R
975056548354510848,2,"Hw harsh to be #Ugandan 2dy
You always have to console urself. My people are a #Walkingdead 

For two years, the... https://fb.me/JYs7xO33 "
975056529006170112,2,"Hw harsh to be #Ugandan 2dy
You always have to console urself. My people are a #Walkingdead 

For two years, the poor ugandan people have been receiving doses of fake Hepatitis B Vaccines. Government was so busy with #AgeLimit and #KiizaBesigye

Sincerely, What do we live for?"
975056279910699008,2,Walking Dead Theory: Who We Think Gave Daryl The Key https://youtu.be/2IBA4MYXHbs  via @YouTube
975056044308205568,-1,"I was a huge #TheWalkingDead fan since season 1 (really loved it up to season 6, also read the comics) but I stopped watching at S08E03. I didn't even watch Carl's death. ALL MY FAVORITES ARE DEAD. "
975055511056977921,2,DO THE WALKING DEAD!
975055312884510721,2,You Missed The Walking Dead Last Night? Sophia Was In The Barn The Entire T... http://creatememe.chucklesnetwork.com/memes/31476/you-missed-the-walking-dead-last-night-sophia-was-in-the-barn-th/?utm_campaign=auto_social&utm_source=twitter&utm_medium=%40___scumbagsteve … #scumbag #scumbagsteve #meme
975055228344127489,2,Jd will u play more Games on your channel again ? Maybe The Walking Dead Season 3 please?
975055131376062466,0,"Nah I'm good, I'll scroll through it online when it has aired so I'll get the 'best' parts and skip most of the filler."
975054992112521216,1,"Hey @RobertKirkman & @TheWalkingDead my tribute #Art to 8:09 “HONOR” Rick and Michonne say good bye, and so do we. Hope you dig it. #TwoTributesOneWeekendpic.twitter.com/EHelQz0m1F"
975054838370254848,2,"https://www.youtube.com/watch?v=OsFDFMLxCwQ …
#thewalkingdeadmeme #thewalkingdead @TheWalkingDead my fresh #twd #twdmeme you guys might like it! #thewalkingdeadvideo #newvideo #Youtube #Youtubevideo"
975054775757623296,1,IM READY TO CRY FOR NO REASON AGAIN LIKE LAST WEEK AND THE WEEK BEFORE 
975054687882784769,2,excuse me but am i the only one who thinks she looks different?? I KNOW MY ALYCIA TO WELL WHAT HAVE YOU DONE!!!
975054639400878086,2,The Walking Dead: A New Frontier - The Walking Dead: A New Frontier de Warner Plataforma:…
975054555858767873,-1,THE WALKING DEAD IS BORING
975054492134723584,-1,"Dealing with French Bureaucracy is like watching an episode of the Walking Dead. Just when you get a happy moment, a wall comes down and the walkers come in.....And Scene."
975054353550708736,2,THE WALKING DEAD #1 WIZARD WORLD SAN JOSE VARIANT EDITION NM/NM+ IMAGE DORIAN on eBay: https://goo.gl/ZZV9e2  #comicbooks #thewalkingdeadpic.twitter.com/r6pP4dC58Y
975054286987001856,2,Live: (UNCUT) The Walking Dead [Staffel 2] | Telltale Games (Episode 1+2) http://youtu.be/FCCKNo0TPMY?a 
975054244565995520,0,Hmmmm #ChandlerRiggs of the #WalkingDead said as a longtime #castmember of the show he’s just been killed off of...He to would be taking a #GapYear in #ActorSpeak it usually means giving the public time to get over the #Character he played for years.https://twitter.com/davidhogg111/status/974980413260214273 …
975054188035104769,0,packs troy otto fear the walking dead
975054182968274944,2,The Walking Dead 400 Days Gameplay Walkthrough Part 1 - Vince and Wyatt (Best Moral Choices?): http://youtu.be/Y3u6rwVBQvI?a  via @YouTube
975053807263522816,2,"""You're walking in the woods. There's no one around, and your phone is dead. Out of the corner of your eye, you spot him.""
#OpenRP #ShiaBot"
975053755522670592,2,Juniper the shark. Does anyone really care about these newer characters
975053753429655553,0,Is the walking dead any good
975053739580157952,2,#twd #TWDFamily #thewalkingdead #twdmerchandise The Walking Dead Hoodies Swea ... https://tvstyleshop.co/product/walking-dead-hoodies-sweatshirt-men-women/ …pic.twitter.com/deOyBwIMm8
975053535267250178,1,"This episode is going to be awesome - Maggie, Michonne, Enid and Rosita - #TWD ladies rock! The Walking Dead 8x12 Sneak Peek #5 Season 8 Episode 12 HD ""The key"" https://youtu.be/860T27JR64M  via @YouTube"
975053357466443776,1,Watching the Boondock Saints in my new Boondock Saints shirt! My favorite @NormanReedusSz thing outside of the Walking Dead!
975052843429265408,2,The Walking Dead S08E09 #TWD #tvtimehttps://tvtime.com/r/ly6p 
975052616785776640,2,"The Walking Dead: Complete Season 6 Sixth (DVD, 2016, 5 Disc) https://goo.gl/qi11p9  #Ad"
975052591133577216,2,"Drunk, texting, half-asleep, watching THE WALKING DEAD on their smartphone, or just plain stupid - the possibilities are endless. "
975052484984164352,2,I won 8 achievements in The Walking Dead Collection - The Telltale Series for 207 TrueAchievement pts https://www.trueachievements.com/gamer/XInfectedViperX …
975052173456355328,2,The Walking Dead. https://twitter.com/Surveys4You/status/975044379906904070 …
975052152711319552,0,Hes gatta shave that shit.
975051889128570880,-1,I liked a @YouTube video http://youtu.be/x1Pqy2Tytgw?a  Why People Stopped Watching The Walking Dead
975051822519013382,2,You get to meet the actors from the walking dead lol
975051761110089728,1,The walking dead is #slept #on
975051649474551809,2,The Walking dead
975051606533332992,0,What's the connection to Marshall? I'm guessing someone went there?
975051489742934018,2,"Alright nacho lovers Im thinking adding THREE NEW GAMES!!! to the stream. Paladins, Magic the gathering, and The Walking Dead Telltale series. WHO's excited? @Vestedplague410 @Scootar_2010 @TwitchTVGaming @TwitchOnline @StreamerNetwork"
975051231843401728,1,The Walking Dead all the wayyyyyy
975051226243985409,2,Carl
975051197555109888,2,Rick// The walking dead
975050878062391301,1,Grey's Anatomy/The Walking Dead https://twitter.com/Pergguntas/status/921529585682051073 …
975050874631479297,2,I've just watched episode S08E09 of The Walking Dead! #tvtime https://tvtime.com/r/ly1T pic.twitter.com/di7I9hV8uZ
975050770277126144,1,The Walking Dead
975050758503706624,2,I've just watched The Walking Dead! #TWD #tvtime https://tvtime.com/r/ly1G pic.twitter.com/JBJRSToQlr
975050685304725505,2,Comecei a assistir the walking dead
975050634742390785,1,"1.Stranger things
2. The walking dead
3. Arrow
4.flash
5. Dark
6. Big mouth"
975050593223036928,0,"If the bat is named Lucille, then the wire must be Barb. pic.twitter.com/AVobqpB4uP"
975050589771063297,2,Happy St. Patrick’s Day! @steveyeun @TheWalkingDead #HappyStPatricksDay #TheWalkingDead #stevenyeun #stillmissglennpic.twitter.com/QLS0XKN1bg
975050586180726784,2,"Watching: (SPOILERS) Making of The Walking Dead: Season 8, Episode 11 on @AMCTV http://www.amc.com/shows/the-walking-dead/video-extras/season-08/episode-11/spoilers-making-of-the-walking-dead-season-8-episode-11 …"
975050539389018112,2,Nothing will be done to fix this corrupt mess until the Republicans are removed. They are a dead man walking party.
975050462369075200,2,"Series Netflix que ja assisti e recomendo:
- Vikings
- Blacklist
- Elementary
- The 100
- The Walking Dead
- Gotham
- La Casa de Papel
- Lucifer
- Big Mouth
- Lost
- Greys Anatomy
- Suits"
975050375890984961,2,Topps The Walking Dead Daryl Dixon Sketch Card By Brad Hudson | eBay https://fb.me/8yUPmK65n 
975050250208587778,2,29 comics For Sale for $170 plus shiped.... @powerrangernews. hulk @thewalkingdead. @rdowdy95… https://www.instagram.com/p/Bgaj8UfBSNl/ 
975050134521335809,2,Why People Stopped Watching The Walking Dead https://youtu.be/x1Pqy2Tytgw  via @YouTube
975050122806534144,1,I’m watching the walking dead with my dad and he just called me Carl... idk how I feel about this
975049987049639936,0,Previously in the walking dead.....
975049972180758530,2,Not making Rick Grimes mistake while meeting Negan in The Walking Dead LEGO world....just for fun... https://fb.me/MfT1t8DV 
975049949011423232,2,Check out my broadcast from my PlayStation 4! #PS4live (The Walking Dead: The Telltale Series - Collection)  live at https://youtu.be/bzRGbJGZOqE 
975049876890357767,2,"~ SUZI PERRY tries on 'Negan's' leather jacket from 'The Walking Dead', Drama, Horror, Thriller Series. ('Negan' is played by American actor Jeffrey Dean Morgan). LOOKING GREAT SUSAN ~ pic.twitter.com/zpC7AecZvs"
975049734422499329,2,The Walking Dead/Fear the Walking Dead http://www.fathomevents.com/events/survival-sunday … #fathomevents via @fathomevents
975049309057056769,2,"Supernatural, The Walking Dead, and when the new season starts Shadowhunters."
975049263955697665,2,'The Walking Dead' Spoilers: The One Thing Creator Robert Kirkman Says Will Never Happen in the Series https://fb.me/LTlpDKQp 
975049186185007104,0,yes. haven’t u seen the walking dead. -____-
